name,ticker,cap_tier,sector,sub_segment,close_price,ret_1y,ret_2y,ret_3y,ret_4y,ret_5y,ret_6y,re_mw,re_pct,annual_mu,grid_tariff,solar_cost,unit_shield,annual_shield_cr,primary_model,targets
Jio Financial,JIOFIN,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,239.5,46.0,62.0,78.0,159.0,250.0,351.0,31.6,21.0,47.4,8.9,3.7,5.2,246.5,Group Captive Solar & Rooftop PV (SEBI Rank #61),Targeting >46% clean electricity mix
Gujarat Energy,GUJENERGY,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,263.59,-7.0,11.0,59.0,92.0,215.0,288.0,37.1,18.0,55.7,8.2,3.8,4.4,245.1,Group Captive Solar & Rooftop PV (SEBI Rank #333),Targeting >43% clean electricity mix
Cholaman.Inv.&Fn,CHOLAFIN,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,1839.0,47.0,64.0,81.0,163.0,255.0,357.0,31.4,22.0,47.1,8.9,3.7,5.2,244.9,Group Captive Solar & Rooftop PV (SEBI Rank #62),Targeting >47% clean electricity mix
A B B,ABB,Large Cap,Capital Goods & Engineering,Heavy Engineering & Capital Goods,7410.0,48.0,66.0,84.0,167.0,260.0,363.0,31.4,23.0,47.1,8.9,3.7,5.2,244.9,Group Captive Solar & Rooftop PV (SEBI Rank #63),Targeting >48% clean electricity mix
Hindalco Industries Ltd,HINDALCO,Large Cap,Metals & Mining,RTC RE PPA with Greenko (Pumped Hydro),1011.0,32.7,33.7,105.2,158.9,107.2,476.9,190.0,8.0,650.0,7.5,3.8,3.7,240.5,RTC RE PPA with Greenko (Pumped Hydro),"350 MW RTC RE for smelters, Net Zero 2050"
Alkem Lab,ALKEM,Large Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,5190.0,40.0,45.0,65.0,110.0,205.0,280.0,34.5,30.0,51.8,8.4,3.8,4.6,238.3,Group Captive Solar & Rooftop PV (SEBI Rank #185),Targeting >55% clean electricity mix
Trent,TRENT,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,2853.0,-15.0,5.0,25.0,110.0,205.0,310.0,30.4,25.0,45.6,8.9,3.7,5.2,237.1,Group Captive Solar & Rooftop PV (SEBI Rank #65),Targeting >50% clean electricity mix
Page Industries,PAGEIND,Mid Cap,Textiles & Apparel,Textiles & Apparel,36300.0,26.0,37.0,108.0,204.0,350.0,476.0,32.4,61.0,48.6,8.6,3.75,4.85,235.7,Group Captive Solar & Rooftop PV (SEBI Rank #236),Targeting >86% clean electricity mix
B H E L,BHEL,Large Cap,Capital Goods & Engineering,Heavy Engineering & Capital Goods,431.1,-14.0,7.0,28.0,114.0,210.0,316.0,30.0,26.0,45.0,8.9,3.7,5.2,234.0,Group Captive Solar & Rooftop PV (SEBI Rank #66),Targeting >51% clean electricity mix
ICICI AMC,ICICIAMC,Large Cap,Banking & Financial Services,BFSI,2970.9,-13.0,9.0,31.0,118.0,215.0,322.0,29.4,27.0,44.1,8.9,3.7,5.2,229.3,Group Captive Solar & Rooftop PV (SEBI Rank #67),Targeting >52% clean electricity mix
CreditAcc. Gram.,CREDITACC,Mid Cap,Cement & Building Materials,Cement & Building Materials,1443.1,12.0,49.0,116.0,168.0,310.0,402.0,34.7,37.0,52.1,8.2,3.8,4.4,229.2,Group Captive Solar & Rooftop PV (SEBI Rank #352),Targeting >62% clean electricity mix
TD Power Systems,TDPOWERSYS,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,740.1,13.0,51.0,119.0,172.0,315.0,408.0,34.7,38.0,52.1,8.2,3.8,4.4,229.2,Group Captive Solar & Rooftop PV (SEBI Rank #353),Targeting >63% clean electricity mix
Altius Telecom,543225,Large Cap,Telecom & Data Centers,Telecom & Connectivity,178.0,-13.0,4.0,36.0,93.0,200.0,287.0,27.1,82.0,40.7,9.2,3.6,5.6,227.9,Group Captive Solar & Rooftop PV (SEBI Rank #197),Targeting >100% clean electricity mix
Endurance Tech.,ENDURANCE,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,2782.8,33.0,51.0,69.0,92.0,125.0,258.0,31.3,68.0,47.0,8.6,3.75,4.85,227.9,Group Captive Solar & Rooftop PV (SEBI Rank #243),Targeting >93% clean electricity mix
Union Bank (I),UNIONBANK,Large Cap,Banking & Financial Services,BFSI,187.22,-12.0,11.0,34.0,122.0,220.0,328.0,28.6,28.0,42.9,8.9,3.7,5.2,223.1,Group Captive Solar & Rooftop PV (SEBI Rank #68),Targeting >53% clean electricity mix
Siemens,SIEMENS,Large Cap,Capital Goods & Engineering,Heavy Engineering & Capital Goods,3977.0,-11.0,13.0,37.0,126.0,225.0,334.0,28.3,29.0,42.5,8.9,3.7,5.2,221.0,Group Captive Solar & Rooftop PV (SEBI Rank #69),Targeting >54% clean electricity mix
The Ramco Cements Ltd,RAMCOCEM,Mid Cap,Cement & Building Materials,Captive Wind farms in TN + Rooftop Solar,884.5,-10.5,1.7,-3.1,16.9,-10.4,17.1,215.0,42.0,480.0,8.3,3.75,4.55,218.4,Captive Wind farms in TN + Rooftop Solar,60% RE by 2030
BSE,BSE,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,3409.8,-7.0,21.0,49.0,142.0,245.0,358.0,27.8,33.0,41.7,8.9,3.7,5.2,216.8,Group Captive Solar & Rooftop PV (SEBI Rank #73),Targeting >58% clean electricity mix
KPR Mill Ltd,KPRMILL,Mid Cap,Textiles & Apparel,Captive Wind & Solar Parks (100% self-reliant),1186.3,11.2,24.1,57.2,120.9,178.4,810.6,191.9,100.0,450.0,8.2,3.4,4.8,216.0,Captive Wind & Solar Parks (100% self-reliant),100% RE achieved in FY26
Varun Beverages,VBL,Large Cap,FMCG & Consumer Goods,FMCG & Consumer Packaged Goods,407.6,-5.0,25.0,55.0,150.0,255.0,370.0,27.6,10.0,41.4,8.9,3.7,5.2,215.3,Group Captive Solar & Rooftop PV (SEBI Rank #75),Targeting >35% clean electricity mix
B P C L,BPCL,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,315.7,-4.0,27.0,58.0,154.0,260.0,376.0,27.4,11.0,41.1,8.9,3.7,5.2,213.7,Group Captive Solar & Rooftop PV (SEBI Rank #76),Targeting >36% clean electricity mix
LTM,LTM,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,4554.0,-3.0,29.0,61.0,158.0,265.0,382.0,27.0,12.0,40.5,8.9,3.7,5.2,210.6,Group Captive Solar & Rooftop PV (SEBI Rank #77),Targeting >37% clean electricity mix
Tata Comm,TATACOMM,Large Cap,Telecom & Data Centers,Telecom & Connectivity,1756.1,-2.0,26.0,69.0,137.0,255.0,353.0,25.0,53.0,37.5,9.2,3.6,5.6,210.0,Group Captive Solar & Rooftop PV (SEBI Rank #208),Targeting >78% clean electricity mix
Punjab Natl.Bank,PNB,Large Cap,Banking & Financial Services,BFSI,117.0,-2.0,31.0,64.0,162.0,270.0,388.0,26.9,13.0,40.3,8.9,3.7,5.2,209.6,Group Captive Solar & Rooftop PV (SEBI Rank #78),Targeting >38% clean electricity mix
ITC Limited,ITC,Large Cap,FMCG & Consumer Goods,Offsite Solar/Wind + Biomass boilers,264.1,-34.2,-47.1,-38.3,-17.4,16.1,59.7,195.0,52.0,420.0,8.5,3.75,4.75,199.5,Offsite Solar/Wind + Biomass boilers,>50% RE maintained; Sustainability 2.0
Diamond Power,DIACABS,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,331.8,43.0,66.0,104.0,187.0,240.0,363.0,29.8,38.0,44.7,8.2,3.8,4.4,196.7,Group Captive Solar & Rooftop PV (SEBI Rank #383),Targeting >63% clean electricity mix
Mphasis,MPHASIS,Mid Cap,IT & Software Services,IT & Digital Services,2422.0,10.0,50.0,105.0,185.0,315.0,425.0,23.1,65.0,34.7,9.2,3.6,5.6,194.3,Group Captive Solar & Rooftop PV (SEBI Rank #220),Targeting >90% clean electricity mix
Jindal Saw,JINDALSAW,Mid Cap,Metals & Mining,Metals & Mining,305.3,47.0,74.0,116.0,203.0,260.0,387.0,29.3,42.0,44.0,8.2,3.8,4.4,193.6,Group Captive Solar & Rooftop PV (SEBI Rank #387),Targeting >67% clean electricity mix
Bajaj Holdings,BAJAJHLDNG,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,11162.0,1.0,37.0,73.0,94.0,205.0,326.0,24.8,16.0,37.2,8.9,3.7,5.2,193.4,Group Captive Solar & Rooftop PV (SEBI Rank #81),Targeting >41% clean electricity mix
Bank of Baroda,BANKBARODA,Large Cap,Banking & Financial Services,BFSI,239.0,2.0,39.0,76.0,98.0,210.0,332.0,24.7,17.0,37.0,8.9,3.7,5.2,192.4,Group Captive Solar & Rooftop PV (SEBI Rank #82),Targeting >42% clean electricity mix
Britannia Inds.,BRITANNIA,Large Cap,FMCG & Consumer Goods,FMCG & Consumer Packaged Goods,5101.5,3.0,41.0,79.0,102.0,215.0,338.0,24.6,18.0,36.9,8.9,3.7,5.2,191.9,Group Captive Solar & Rooftop PV (SEBI Rank #83),Targeting >43% clean electricity mix
Glaxosmi. Pharma,GLAXO,Large Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,2958.1,-3.0,24.0,66.0,133.0,250.0,347.0,27.8,52.0,41.7,8.4,3.8,4.6,191.8,Group Captive Solar & Rooftop PV (SEBI Rank #207),Targeting >77% clean electricity mix
Gujarat Fluoroch,FLUOROCHEM,Large Cap,Chemicals & Petrochemicals,Specialty Chemicals,4554.0,-1.0,28.0,72.0,141.0,260.0,359.0,27.8,54.0,41.7,8.4,3.8,4.6,191.8,Group Captive Solar & Rooftop PV (SEBI Rank #209),Targeting >79% clean electricity mix
Ipca Labs.,IPCALAB,Mid Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,1965.3,1.0,32.0,78.0,149.0,270.0,371.0,27.7,21.0,41.5,8.4,3.8,4.6,190.9,Group Captive Solar & Rooftop PV (SEBI Rank #211),Targeting >46% clean electricity mix
Lodha Developers,LODHA,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,1222.0,4.0,43.0,82.0,106.0,220.0,344.0,24.4,19.0,36.6,8.9,3.7,5.2,190.3,Group Captive Solar & Rooftop PV (SEBI Rank #84),Targeting >44% clean electricity mix
Billionbrains,GROWW,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,194.0,5.0,45.0,85.0,110.0,225.0,350.0,24.3,20.0,36.5,8.9,3.7,5.2,189.8,Group Captive Solar & Rooftop PV (SEBI Rank #85),Targeting >45% clean electricity mix
Ratnamani Metals,RATNAMANI,Mid Cap,Metals & Mining,Metals & Mining,2727.0,-12.0,21.0,69.0,162.0,225.0,358.0,28.7,18.0,43.0,8.2,3.8,4.4,189.2,Group Captive Solar & Rooftop PV (SEBI Rank #393),Targeting >43% clean electricity mix
UPL,UPL,Mid Cap,Chemicals & Petrochemicals,Specialty Chemicals,582.15,5.0,40.0,90.0,165.0,290.0,395.0,27.3,25.0,41.0,8.4,3.8,4.6,188.6,Group Captive Solar & Rooftop PV (SEBI Rank #215),Targeting >50% clean electricity mix
Lenskart Solut.,LENSKART,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,684.9,6.0,47.0,88.0,114.0,230.0,356.0,23.8,21.0,35.7,8.9,3.7,5.2,185.6,Group Captive Solar & Rooftop PV (SEBI Rank #86),Targeting >46% clean electricity mix
Gland Pharma,GLAND,Mid Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,2932.4,6.0,42.0,93.0,169.0,295.0,401.0,26.9,26.0,40.3,8.4,3.8,4.6,185.4,Group Captive Solar & Rooftop PV (SEBI Rank #216),Targeting >51% clean electricity mix
HDFC Life Insur.,HDFCLIFE,Large Cap,Banking & Financial Services,BFSI,546.4,8.0,51.0,94.0,122.0,240.0,368.0,23.7,23.0,35.5,8.9,3.7,5.2,184.6,Group Captive Solar & Rooftop PV (SEBI Rank #88),Targeting >48% clean electricity mix
Indian Bank,INDIANB,Large Cap,Banking & Financial Services,BFSI,879.7,9.0,53.0,97.0,126.0,245.0,374.0,23.7,24.0,35.5,8.9,3.7,5.2,184.6,Group Captive Solar & Rooftop PV (SEBI Rank #89),Targeting >49% clean electricity mix
Grasim Industries Ltd,GRASIM,Large Cap,Chemicals & Petrochemicals,Group Captive Solar/Wind + Biomass,3322.0,20.5,18.8,71.7,99.1,99.8,348.2,185.0,24.0,450.0,7.9,3.8,4.1,184.5,Group Captive Solar/Wind + Biomass,50% RE by 2030
Aditya Infotech,CPPLUS,Mid Cap,IT & Software Services,IT & Digital Services,3704.6,19.0,23.0,87.0,176.0,315.0,434.0,21.9,74.0,32.8,9.2,3.6,5.6,183.7,Group Captive Solar & Rooftop PV (SEBI Rank #229),Targeting >99% clean electricity mix
Honeywell Auto,HONAUT,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,35655.0,14.0,33.0,97.0,166.0,245.0,424.0,25.2,64.0,37.8,8.6,3.75,4.85,183.3,Group Captive Solar & Rooftop PV (SEBI Rank #289),Targeting >89% clean electricity mix
Muthoot Finance,MUTHOOTFIN,Large Cap,Banking & Financial Services,BFSI,2913.8,12.0,14.0,61.0,93.0,215.0,347.0,23.4,27.0,35.1,8.9,3.7,5.2,182.5,Group Captive Solar & Rooftop PV (SEBI Rank #92),Targeting >52% clean electricity mix
SBI Funds Mgt.,SBIFUNDS,Large Cap,Banking & Financial Services,BFSI,562.1,14.0,18.0,67.0,101.0,225.0,359.0,22.9,29.0,34.3,8.9,3.7,5.2,178.4,Group Captive Solar & Rooftop PV (SEBI Rank #94),Targeting >54% clean electricity mix
GAIL (India),GAIL,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,173.4,15.0,20.0,70.0,105.0,230.0,365.0,22.8,30.0,34.2,8.9,3.7,5.2,177.8,Group Captive Solar & Rooftop PV (SEBI Rank #95),Targeting >55% clean electricity mix
Canara Bank,CANBK,Large Cap,Banking & Financial Services,BFSI,125.5,16.0,22.0,73.0,109.0,235.0,371.0,22.8,31.0,34.2,8.9,3.7,5.2,177.8,Group Captive Solar & Rooftop PV (SEBI Rank #96),Targeting >56% clean electricity mix
Sarda Energy,SARDAEN,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,508.55,5.0,10.0,75.0,105.0,185.0,335.0,26.9,35.0,40.3,8.2,3.8,4.4,177.3,Group Captive Solar & Rooftop PV (SEBI Rank #410),Targeting >60% clean electricity mix
LG Electronics,LGEINDIA,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,1640.7,19.0,28.0,82.0,121.0,250.0,389.0,22.3,34.0,33.5,8.9,3.7,5.2,174.2,Group Captive Solar & Rooftop PV (SEBI Rank #99),Targeting >59% clean electricity mix
Siemens Ener.Ind,ENRIN,Large Cap,Capital Goods & Engineering,Heavy Engineering & Capital Goods,3115.7,20.0,30.0,85.0,125.0,255.0,395.0,22.2,10.0,33.3,8.9,3.7,5.2,173.2,Group Captive Solar & Rooftop PV (SEBI Rank #100),Targeting >35% clean electricity mix
Aditya Birla Cap,ABCAPITAL,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,404.9,21.0,32.0,88.0,129.0,260.0,401.0,22.2,11.0,33.3,8.9,3.7,5.2,173.2,Group Captive Solar & Rooftop PV (SEBI Rank #101),Targeting >36% clean electricity mix
Craftsman Auto,CRAFTSMAN,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,11398.0,24.0,53.0,127.0,206.0,295.0,484.0,23.8,74.0,35.7,8.6,3.75,4.85,173.1,Group Captive Solar & Rooftop PV (SEBI Rank #299),Targeting >99% clean electricity mix
GE Vernova T&D,GVT&D,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,4306.3,22.0,34.0,91.0,133.0,265.0,407.0,22.1,12.0,33.2,8.9,3.7,5.2,172.6,Group Captive Solar & Rooftop PV (SEBI Rank #102),Targeting >37% clean electricity mix
I R F C,IRFC,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,83.4,23.0,36.0,94.0,137.0,270.0,413.0,21.8,13.0,32.7,8.9,3.7,5.2,170.0,Group Captive Solar & Rooftop PV (SEBI Rank #103),Targeting >38% clean electricity mix
Navin Fluo.Intl.,NAVINFLUOR,Mid Cap,Chemicals & Petrochemicals,Specialty Chemicals,8557.5,18.0,21.0,84.0,172.0,310.0,428.0,24.4,38.0,36.6,8.4,3.8,4.6,168.4,Group Captive Solar & Rooftop PV (SEBI Rank #228),Targeting >63% clean electricity mix
JSW Cement,JSWCEMENT,Mid Cap,Cement & Building Materials,Cement & Building Materials,124.07,24.0,48.0,72.0,121.0,220.0,389.0,25.4,24.0,38.1,8.2,3.8,4.4,167.6,Group Captive Solar & Rooftop PV (SEBI Rank #429),Targeting >49% clean electricity mix
United Spirits,UNITDSPR,Large Cap,FMCG & Consumer Goods,FMCG & Consumer Packaged Goods,1471.7,24.0,38.0,97.0,141.0,275.0,419.0,21.4,14.0,32.1,8.9,3.7,5.2,166.9,Group Captive Solar & Rooftop PV (SEBI Rank #104),Targeting >39% clean electricity mix
Ajanta Pharma,AJANTPHARM,Mid Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,3464.8,21.0,27.0,93.0,184.0,325.0,446.0,24.1,41.0,36.2,8.4,3.8,4.6,166.5,Group Captive Solar & Rooftop PV (SEBI Rank #231),Targeting >66% clean electricity mix
One 97,PAYTM,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,1659.5,26.0,42.0,103.0,149.0,285.0,431.0,21.3,16.0,32.0,8.9,3.7,5.2,166.4,Group Captive Solar & Rooftop PV (SEBI Rank #106),Targeting >41% clean electricity mix
HDFC AMC,HDFCAMC,Large Cap,Banking & Financial Services,BFSI,2458.3,29.0,48.0,112.0,161.0,300.0,449.0,21.1,19.0,31.7,8.9,3.7,5.2,164.8,Group Captive Solar & Rooftop PV (SEBI Rank #109),Targeting >44% clean electricity mix
Infosys Ltd,INFY,Large Cap,IT & Software Services,Campus Rooftop PV + Green Tariffs,1130.0,-21.6,-39.8,-21.3,-20.1,-32.5,12.1,60.0,77.7,285.0,9.2,3.5,5.7,162.5,Campus Rooftop PV + Green Tariffs,"RE100 Signatory, 100% RE electricity target"
Sterlite Tech.,STLTECH,Mid Cap,IT & Software Services,IT & Digital Services,748.9,36.0,57.0,78.0,104.0,140.0,276.0,19.2,51.0,28.8,9.2,3.6,5.6,161.3,Group Captive Solar & Rooftop PV (SEBI Rank #246),Targeting >76% clean electricity mix
GMR Airports,GMRAIRPORT,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,97.45,31.0,52.0,118.0,169.0,310.0,461.0,20.6,21.0,30.9,8.9,3.7,5.2,160.7,Group Captive Solar & Rooftop PV (SEBI Rank #111),Targeting >46% clean electricity mix
Godawari Power,GPIL,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,240.67,41.0,82.0,123.0,189.0,305.0,491.0,24.3,41.0,36.5,8.2,3.8,4.4,160.6,Group Captive Solar & Rooftop PV (SEBI Rank #446),Targeting >66% clean electricity mix
Indian Hotels Co,INDHOTEL,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,720.0,33.0,56.0,124.0,177.0,320.0,473.0,20.5,23.0,30.8,8.9,3.7,5.2,160.2,Group Captive Solar & Rooftop PV (SEBI Rank #113),Targeting >48% clean electricity mix
Tata Consumer,TATACONSUM,Large Cap,FMCG & Consumer Goods,FMCG & Consumer Packaged Goods,1010.0,35.0,60.0,130.0,185.0,330.0,485.0,20.0,25.0,30.0,8.9,3.7,5.2,156.0,Group Captive Solar & Rooftop PV (SEBI Rank #115),Targeting >50% clean electricity mix
Mazagon Dock,MAZDOCK,Large Cap,Capital Goods & Engineering,Heavy Engineering & Capital Goods,2475.0,36.0,62.0,133.0,189.0,335.0,491.0,20.0,26.0,30.0,8.9,3.7,5.2,156.0,Group Captive Solar & Rooftop PV (SEBI Rank #116),Targeting >51% clean electricity mix
L&T Technology,LTTS,Mid Cap,IT & Software Services,IT & Digital Services,3493.3,44.0,73.0,102.0,136.0,180.0,324.0,18.5,59.0,27.8,9.2,3.6,5.6,155.7,Group Captive Solar & Rooftop PV (SEBI Rank #254),Targeting >84% clean electricity mix
IDBI Bank,IDBI,Large Cap,Banking & Financial Services,BFSI,90.63,41.0,72.0,88.0,149.0,180.0,341.0,19.5,31.0,29.2,8.9,3.7,5.2,151.8,Group Captive Solar & Rooftop PV (SEBI Rank #121),Targeting >56% clean electricity mix
Meesho,MEESHO,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,209.0,42.0,74.0,91.0,153.0,185.0,347.0,19.3,32.0,29.0,8.9,3.7,5.2,150.8,Group Captive Solar & Rooftop PV (SEBI Rank #122),Targeting >57% clean electricity mix
Manipal Health,MANIPALHOS,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,725.2,47.0,84.0,106.0,173.0,210.0,377.0,19.1,12.0,28.7,8.9,3.7,5.2,149.2,Group Captive Solar & Rooftop PV (SEBI Rank #127),Targeting >37% clean electricity mix
Juniper Green,JNPR,Mid Cap,Power Utilities & Cleantech,Renewable Energy & Power,265.1,2.0,24.0,91.0,183.0,325.0,387.0,22.6,37.0,33.9,8.2,3.8,4.4,149.2,Group Captive Solar & Rooftop PV (SEBI Rank #472),Targeting >62% clean electricity mix
Sundram Fasten.,SUNDRMFAST,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,1212.3,-11.0,3.0,47.0,76.0,195.0,264.0,20.4,54.0,30.6,8.6,3.75,4.85,148.4,Group Captive Solar & Rooftop PV (SEBI Rank #329),Targeting >79% clean electricity mix
FSN E-Commerce,NYKAA,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,332.5,48.0,86.0,109.0,177.0,215.0,383.0,19.0,13.0,28.5,8.9,3.7,5.2,148.2,Group Captive Solar & Rooftop PV (SEBI Rank #128),Targeting >38% clean electricity mix
Vedanta Oil and Gas,VOGL,Small Cap,Metals & Mining,Metals & Mining,38.02,8.0,36.0,109.0,207.0,355.0,423.0,22.3,43.0,33.5,8.2,3.8,4.4,147.4,Group Captive Solar & Rooftop PV (SEBI Rank #478),Targeting >68% clean electricity mix
Motherson Wiring,MSUMI,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,36.52,-3.0,19.0,71.0,108.0,235.0,312.0,19.4,62.0,29.1,8.6,3.75,4.85,141.1,Group Captive Solar & Rooftop PV (SEBI Rank #337),Targeting >87% clean electricity mix
Emcure Pharma,EMCURE,Mid Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,1927.6,48.0,81.0,114.0,152.0,200.0,348.0,20.3,33.0,30.5,8.4,3.8,4.6,140.3,Group Captive Solar & Rooftop PV (SEBI Rank #258),Targeting >58% clean electricity mix
Vedanta Iron & Steel,VISL,Small Cap,Metals & Mining,Metals & Mining,35.39,43.0,61.0,109.0,162.0,225.0,328.0,20.8,18.0,31.2,8.2,3.8,4.4,137.3,Group Captive Solar & Rooftop PV (SEBI Rank #513),Targeting >43% clean electricity mix
Tata Technolog.,TATATECH,Mid Cap,IT & Software Services,IT & Digital Services,800.0,4.0,13.0,67.0,126.0,195.0,364.0,16.2,84.0,24.3,9.2,3.6,5.6,136.1,Group Captive Solar & Rooftop PV (SEBI Rank #279),Targeting >100% clean electricity mix
Hexaware Tech.,HEXT,Mid Cap,IT & Software Services,IT & Digital Services,528.6,5.0,15.0,70.0,130.0,200.0,370.0,16.1,45.0,24.2,9.2,3.6,5.6,135.5,Group Captive Solar & Rooftop PV (SEBI Rank #280),Targeting >70% clean electricity mix
Force Motors,FORCEMOT,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,17500.0,14.0,53.0,122.0,176.0,320.0,414.0,18.4,29.0,27.6,8.6,3.75,4.85,133.9,Group Captive Solar & Rooftop PV (SEBI Rank #354),Targeting >54% clean electricity mix
Info Edg.(India),NAUKRI,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,1319.8,-9.0,-8.0,23.0,99.0,145.0,321.0,17.1,21.0,25.7,8.9,3.7,5.2,133.6,Group Captive Solar & Rooftop PV (SEBI Rank #136),Targeting >46% clean electricity mix
Jyoti CNC Auto.,JYOTICNC,Mid Cap,Automotive & 2W/3W,Auto Ancillary & Components,1003.9,16.0,57.0,128.0,184.0,330.0,426.0,18.3,31.0,27.5,8.6,3.75,4.85,133.4,Group Captive Solar & Rooftop PV (SEBI Rank #356),Targeting >56% clean electricity mix
NMDC Steel,NSLNISP,Small Cap,Metals & Mining,Metals & Mining,46.02,48.0,71.0,124.0,182.0,250.0,358.0,20.2,23.0,30.3,8.2,3.8,4.4,133.3,Group Captive Solar & Rooftop PV (SEBI Rank #518),Targeting >48% clean electricity mix
Vedanta Power,VEDPOWER,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,34.2,-12.0,16.0,74.0,137.0,210.0,323.0,20.1,28.0,30.2,8.2,3.8,4.4,132.9,Group Captive Solar & Rooftop PV (SEBI Rank #523),Targeting >53% clean electricity mix
Federal Bank,FEDERALBNK,Large Cap,Banking & Financial Services,BFSI,343.0,-7.0,-4.0,29.0,107.0,155.0,333.0,17.0,23.0,25.5,8.9,3.7,5.2,132.6,Group Captive Solar & Rooftop PV (SEBI Rank #138),Targeting >48% clean electricity mix
KPI Green Energy Ltd,KPIGREEN,Small Cap,Power Utilities & Cleantech,Developer of Solar Parks & Group Captive,307.0,-29.9,-46.6,68.2,221.0,2072.3,1919.3,165.0,95.0,280.0,7.8,3.1,4.7,131.6,Developer of Solar Parks & Group Captive,Reach 2.5 GW green capacity by 2026
REC Ltd,RECLTD,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,318.7,-6.0,-2.0,32.0,111.0,160.0,339.0,16.8,24.0,25.2,8.9,3.7,5.2,131.0,Group Captive Solar & Rooftop PV (SEBI Rank #139),Targeting >49% clean electricity mix
Fujiyama Power,UTLSOLAR,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,429.75,-8.0,24.0,86.0,153.0,230.0,347.0,19.8,32.0,29.7,8.2,3.8,4.4,130.7,Group Captive Solar & Rooftop PV (SEBI Rank #527),Targeting >57% clean electricity mix
Wockhardt,WOCKPHARMA,Mid Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,2088.7,-9.0,32.0,73.0,119.0,175.0,331.0,18.9,41.0,28.3,8.4,3.8,4.6,130.2,Group Captive Solar & Rooftop PV (SEBI Rank #266),Targeting >66% clean electricity mix
Multi Comm. Exc.,MCX,Large Cap,Diversified & Manufacturing,Diversified Conglomerates,3275.4,-5.0,0.0,35.0,115.0,165.0,345.0,16.7,25.0,25.0,8.9,3.7,5.2,130.0,Group Captive Solar & Rooftop PV (SEBI Rank #140),Targeting >50% clean electricity mix
